,tokens,lemma,postag
0,kapatid|NNC,kapatid,NNC
1291,Ay|NNCA,Ay,NNCA
1292,sanga|NNC,sanga,NNC
1293,malayo|JJD,malayo,JJD
1294,pataas|NNC,pataas,NNC
1295,bakit|RBQ,bakit,RBQ
1296,Katulad|JJC,Katulad,JJC
1297,galing|RBL,galing,RBL
1298,tumpok|NNC,tumpok,NNC
1299,bukal|NNC,bukal,NNC
1300,nasa|RBL,nasa,RBL
1301,magtatanim|VBTF,magtatanim,VBTF
1302,sya|PRS,sya,PRS
1303,mabibigyan|VBTF,mabibigyan,VBTF
1304,sikat|JJD,sikat,JJD
1305,siyempre|RBT,siyempre,RBT
1306,napulot|VBTS,napulot,VBTS
1307,3|CDB,3,CDB
1308,malalim|JJD,malalim,JJD
1309,Sinalo|VBOF,Sinalo,VBOF
1310,pilit|RBD,pilit,RBD
1311,pagkalipas|VBW,pagkalipas,VBW
1312,Kalamansi|NNP,Kalamansi,NNP
1313,bulaklak|NNC,bulaklak,NNC
1314,nagbigay|VBTS,nagbigay,VBTS
1315,tumatawa|VBTR_VBAF,tumatawa,VBTR_VBAF
1316,pati|CCA,pati,CCA
1317,taya|NNC,taya,NNC
1318,Opo|NNCA,Opo,NNCA
1319,Marami|PRI,Marami,PRI
1320,notebook|FW,notebook,FW
1321,Nanalamin|VBTS,Nanalamin,VBTS
1322,isalansan|VBTS,isalansan,VBTS
1323,Hinawakan|VBOF,Hinawakan,VBOF
1324,Mag|NNC,Mag,NNC
1325,unan|NNC,unan,NNC
1326,Napakalakas|JJCS_JJD,Napakalakas,JJCS_JJD
1327,sumasayaw|VBTR,sumasayaw,VBTR
1328,bangka|NNC,bangka,NNC
1329,Oh|FW,Oh,FW
1330,nalang|VBTS,nalang,VBTS
1331,Ins|NNC,Ins,NNC
1332,nakalipas|VBTS,nakalipas,VBTS
1333,bigyan|VBOF,bigyan,VBOF
1334,magpamilya|VBAF,magpamilya,VBAF
1335,Kasalanan|CCR,Kasalanan,CCR
1336,walang|VBN_CCP,walang,VBN_CCP
1337,yumuko|VBAF,yumuko,VBAF
1338,pinoy|JJD,pinoy,JJD
1339,mananayaw|NNC,mananayaw,NNC
1340,paruparo|JJD,paruparo,JJD
1341,pamimingwit|NNC,pamimingwit,NNC
1342,Yay|NNP,Yay,NNP
1343,excited|FW,excited,FW
1344,pakiramdam|NNC,pakiramdam,NNC
1345,Nicolas|NNP,Nicolas,NNP
1346,maghahanda|VBW,maghahanda,VBW
1347,makagawa|VBW,makagawa,VBW
1348,pumunta|VBAF,pumunta,VBAF
1349,nakapatong|VBTS,nakapatong,VBTS
1350,Sumagang|NNP,Sumagang,NNP
1351,pinagtatawanan|VBTR_VBRF,pinagtatawanan,VBTR_VBRF
1352,paggamit|NNC,paggamit,NNC
1353,tumira|VBAF,tumira,VBAF
1354,Itlog|NNC,Itlog,NNC
1355,tinatapos|VBTR,tinatapos,VBTR
1356,Mas|JJCC,Mas,JJCC
1357,masasarap|VBW,masasarap,VBW
1358,iihi|VBTF,iihi,VBTF
1359,Pinapatawad|VBTR,Pinapatawad,VBTR
1360,ginagaya|VBTR,ginagaya,VBTR
1361,Eh|NNCA,Eh,NNCA
1362,Lumipad|VBAF,Lumipad,VBAF
1363,langoy|NNC,langoy,NNC
1364,bakuran|NNC,bakuran,NNC
1365,assignment|FW,assignment,FW
1366,saring|JJD_CCP,saring,JJD_CCP
1367,yo|NNC,yo,NNC
1368,papunta|RBD,papunta,RBD
1369,inaalon|FW,inaalon,FW
1370,Kokoy|NNP,Kokoy,NNP
1371,Noong|RBW_CCP,Noong,RBW_CCP
1372,Marie|NNP,Marie,NNP
1373,Gumawa|VBAF,Gumawa,VBAF
1374,talunin|VBOF,talunin,VBOF
1375,naghuhukay|VBTS,naghuhukay,VBTS
1376,nawawalan|VBTR,nawawalan,VBTR
1377,Tamar|NNP,Tamar,NNP
1378,bilog|NNC,bilog,NNC
1379,natanaw|VBTS,natanaw,VBTS
1380,naninira|VBTR,naninira,VBTR
1381,Paulit|NNP,Paulit,NNP
1382,Nagtanong|VBTS,Nagtanong,VBTS
1383,kislap|NNC,kislap,NNC
1384,siyang|PRS_CCP,siyang,PRS_CCP
1385,Buti|NNP,Buti,NNP
1386,habang|RBW,habang,RBW
1387,naiinis|VBTR,naiinis,VBTR
1388,glass|FW,glass,FW
1389,dapat|VBS,dapat,VBS
1390,nakakalangoy|VBTR,nakakalangoy,VBTR
1391,Oktubre|NNP,Oktubre,NNP
1392,eksena|NNC,eksena,NNC
1393,nangitlog|VBTS,nangitlog,VBTS
1394,nakasilong|VBTS,nakasilong,VBTS
1395,sumisilong|VBTR_VBAF,sumisilong,VBTR_VBAF
1396,Luna|NNP,Luna,NNP
1397,bunot|NNC,bunot,NNC
1398,anakan|NNC,anakan,NNC
1399,nagtatakang|VBTR,nagtatakang,VBTR
1400,Naiinip|VBTS,Naiinip,VBTS
1401,papelastik|JJD,papelastik,JJD
1402,Ma|NNP,Ma,NNP
1403,bitawan|VBOF,bitawan,VBOF
1404,pakialam|NNC,pakialam,NNC
1405,Titay|VBOF,Titay,VBOF
1406,Ginoong|NNP,Ginoong,NNP
1407,CLMD|NNPA,CLMD,NNPA
1408,mahinahong|RBD_CCP,mahinahong,RBD_CCP
1409,minasdan|VBOF,minasdan,VBOF
1410,Naabutan|VBTR,Naabutan,VBTR
1411,paglabas|VBW,paglabas,VBW
1412,ano|RBQ,ano,RBQ
1413,natalo|VBTS,natalo,VBTS
1414,pala|NNC,pala,NNC
1415,gumaan|VBAF,gumaan,VBAF
1416,direksyon|NNC,direksyon,NNC
1417,di|RBF,di,RBF
1418,Wow|NNCA,Wow,NNCA
1419,Mabigat|JJD,Mabigat,JJD
1420,Holmes|NNP,Holmes,NNP
1421,nang|RBW,nang,RBW
1422,buksan|VBOF,buksan,VBOF
1423,kasiyahan|NNC,kasiyahan,NNC
1424,itinataas|VBTR,itinataas,VBTR
1425,tawanan|NNC,tawanan,NNC
1426,Ginamit|VBOF,Ginamit,VBOF
1427,mapuputol|VBW,mapuputol,VBW
1428,Alam|VBS,Alam,VBS
1429,iskuter|NNC,iskuter,NNC
1430,alay|NNC,alay,NNC
1431,Lumiwanag|VBTR,Lumiwanag,VBTR
1432,nag|NNCA,nag,NNCA
1433,Kinakain|VBTR,Kinakain,VBTR
1434,licensed|FW,licensed,FW
1435,kalayuan|NNC,kalayuan,NNC
1436,Sumisigaw|VBTR_VBAF,Sumisigaw,VBTR_VBAF
1437,Hiwa|NNP,Hiwa,NNP
1438,makipagkaibigan|VBW,makipagkaibigan,VBW
1439,imprentahan|NNC,imprentahan,NNC
1440,nanay|NNC,nanay,NNC
1441,nagbago|VBTS,nagbago,VBTS
1442,ngiti|NNC,ngiti,NNC
1443,sisiw|NNC,sisiw,NNC
1444,taong|NNC_CCP,taong,NNC_CCP
1445,bilis|NNC,bilis,NNC
1446,pasasalamat|RBS,pasasalamat,RBS
1447,Ayokong|RBF,Ayokong,RBF
1448,Learning|NNP,Learning,NNP
1449,aso|NNC,aso,NNC
1450,narito|PRL,narito,PRL
1451,Klaaaaattt|NNP,Klaaaaattt,NNP
1452,maliwanag|JJD,maliwanag,JJD
1453,Sabado|NNP,Sabado,NNP
1454,Kwak|NNC,Kwak,NNC
1455,ibinalita|VBTS,ibinalita,VBTS
1456,Manay|NNP,Manay,NNP
1457,porma|NNC,porma,NNC
1458,Aba|NNP,Aba,NNP
1459,pinatawa|VBTS,pinatawa,VBTS
1460,kusot|RBD,kusot,RBD
1461,natutulog|VBTR,natutulog,VBTR
1462,retrato|NNC,retrato,NNC
1463,habol|NNC,habol,NNC
1464,naglakad|VBTS,naglakad,VBTS
1465,Turo|NNP,Turo,NNP
1466,masayang|JJD_CCP,masayang,JJD_CCP
1467,kasi|CCR,kasi,CCR
1468,ginawa|VBTS,ginawa,VBTS
1469,maliit|JJD,maliit,JJD
1470,Pagkasalansan|VBW,Pagkasalansan,VBW
1471,asim|NNC,asim,NNC
1472,inunahan|VBTS,inunahan,VBTS
1473,Nagsimula|VBTS,Nagsimula,VBTS
1474,ΓÇª|PMS,ΓÇª,PMS
1475,kuwago|NNC,kuwago,NNC
1476,yari|VBS,yari,VBS
1477,hugasan|NNC,hugasan,NNC
1478,Naglakad|VBTS,Naglakad,VBTS
1479,ulo|NNC,ulo,NNC
1480,kaniyang|PRSP_CCP,kaniyang,PRSP_CCP
1481,gumalaw|VBAF,gumalaw,VBAF
1482,City|NNP,City,NNP
1483,dalampasigan|NNC,dalampasigan,NNC
1484,San|NNP,San,NNP
1485,rhino|NNC,rhino,NNC
1486,turan|NNC,turan,NNC
1487,Sakit|NNP,Sakit,NNP
1488,nakauwi|VBTS,nakauwi,VBTS
1489,libot|FW,libot,FW
1490,ituturo|VBTF,ituturo,VBTF
1491,pang|RBI_CCP,pang,RBI_CCP
1492,Magkaibigan|NNP,Magkaibigan,NNP
1493,umiilaw|VBTR_VBAF,umiilaw,VBTR_VBAF
1494,bilog|JJD,bilog,JJD
1495,Ginaya|VBOF,Ginaya,VBOF
1496,ulas|JJD,ulas,JJD
1497,Resource|NNP,Resource,NNP
1498,kalagitnaan|RBW,kalagitnaan,RBW
1499,sumakay|VBAF,sumakay,VBAF
1500,Luna|NNC,Luna,NNC
1501,mga|DTCP,mga,DTCP
1502,tutubi|NNC,tutubi,NNC
1503,Naalala|VBTS,Naalala,VBTS
1504,Yang|NNC_CCP,Yang,NNC_CCP
1505,tested|FW,tested,FW
1506,Napalitan|VBTS,Napalitan,VBTS
1507,pinakamaamong|JJCS_JJD,pinakamaamong,JJCS_JJD
1508,Makipaglaro|VBW,Makipaglaro,VBW
1509,libro|NNC,libro,NNC
1510,kalangitan|NNC,kalangitan,NNC
1511,Pinigilan|VBTS,Pinigilan,VBTS
1512,Ah|RBJ,Ah,RBJ
1513,natin|PRP,natin,PRP
1514,ipinasok|VBOF,ipinasok,VBOF
1515,magkakampi|NNC,magkakampi,NNC
1516,dumilim|VBAF,dumilim,VBAF
1517,mapagkukunan|VBW,mapagkukunan,VBW
1518,saging|NNC,saging,NNC
1519,maaari|VBS,maaari,VBS
1520,Rafflesia|NNP,Rafflesia,NNP
1521,12|CDB,12,CDB
1522,Akala|VBS,Akala,VBS
1523,maputol|VBW,maputol,VBW
1524,karamdaman|NNC,karamdaman,NNC
1525,Pinatawag|VBOF,Pinatawag,VBOF
1526,hihihi|NNC,hihihi,NNC
1527,handang|RBD_CCP,handang,RBD_CCP
1528,katwiran|NNC,katwiran,NNC
1529,tumingala|VBAF,tumingala,VBAF
1530,kaarawan|NNC,kaarawan,NNC
1531,lumalangoy|VBTR_VBAF,lumalangoy,VBTR_VBAF
1532,halip|CCT,halip,CCT
1533,umang|VBAF,umang,VBAF
1534,dahon|NNC,dahon,NNC
1535,nakain|VBTS,nakain,VBTS
1536,Nagulat|VBTS,Nagulat,VBTS
1537,lumabas|VBAF,lumabas,VBAF
1538,Kumurap|NNP,Kumurap,NNP
1539,Sumagang|NNC_CCP,Sumagang,NNC_CCP
1540,Huminga|VBOF,Huminga,VBOF
1541,Kasabay|CCB,Kasabay,CCB
1542,lumisan|VBAF,lumisan,VBAF
1543,tanong|NNC_CCP,tanong,NNC_CCP
1544,kami|PRP,kami,PRP
1545,Sumagang|VBAF,Sumagang,VBAF
1546,nautusan|VBTR,nautusan,VBTR
1547,Dinakip|NNP,Dinakip,NNP
1548,pagsasalin|NNC,pagsasalin,NNC
1549,Mama|NNP,Mama,NNP
1550,Ilarawan|VBOF,Ilarawan,VBOF
1551,Kalarong|JJD_CCP,Kalarong,JJD_CCP
1552,pinagpawisan|VBRF,pinagpawisan,VBRF
1553,nga|RBI,nga,RBI
1554,palayan|NNC,palayan,NNC
1555,maingat|RBD,maingat,RBD
1556,Naging|VBTS,Naging,VBTS
1557,mahabang|JJD_CCP,mahabang,JJD_CCP
1558,nagsasalita|VBTR,nagsasalita,VBTR
1559,Isang|PRI_CCP,Isang,PRI_CCP
1560,ΓÇ¥|NNCA,ΓÇ¥,NNCA
1561,masunurin|JJD,masunurin,JJD
1562,ibon|NNC,ibon,NNC
1563,Tribo|NNP,Tribo,NNP
1564,pagtagpi|NNC,pagtagpi,NNC
1565,binitawan|VBOF,binitawan,VBOF
1566,Bumalik|VBAF,Bumalik,VBAF
1567,aw|NNC,aw,NNC
1568,mamumutol|NNC,mamumutol,NNC
1569,magpamilya|VBW,magpamilya,VBW
1570,pumasok|VBAF,pumasok,VBAF
1571,Gugurang|NNP_CCP,Gugurang,NNP_CCP
1572,habagat|NNC,habagat,NNC
1573,Aasahan|VBTS_VBOF,Aasahan,VBTS_VBOF
1574,Babalik|VBTF,Babalik,VBTF
1575,for|FW,for,FW
1576,Hinihikayat|VBTR,Hinihikayat,VBTR
1577,didilig|NNC,didilig,NNC
1578,sasadyain|VBTF,sasadyain,VBTF
1579,Nawala|VBTS,Nawala,VBTS
1580,tamsi|FW,tamsi,FW
1581,Tumayo|VBAF,Tumayo,VBAF
1582,aayusin|VBTF,aayusin,VBTF
1583,dalawa|JJN,dalawa,JJN
1584,Garcinia|FW,Garcinia,FW
1585,Iraga|NNP,Iraga,NNP
1586,pinaglalagyan|VBRF,pinaglalagyan,VBRF
1587,bundok|NNC,bundok,NNC
1588,kailangang|VBS_CCP,kailangang,VBS_CCP
1589,Nabuhay|VBTS,Nabuhay,VBTS
1590,Saan|PRQ,Saan,PRQ
1591,kaganapan|NNC,kaganapan,NNC
1592,Malaki|JJD,Malaki,JJD
1593,ligawan|JJD,ligawan,JJD
1594,mamaya|RBW,mamaya,RBW
1595,nagtampo|VBTS,nagtampo,VBTS
1596,Hinatid|VBOF,Hinatid,VBOF
1597,poso|NNC,poso,NNC
1598,ipinamana|VBTS,ipinamana,VBTS
1599,dyan|NNC,dyan,NNC
1600,bibiruin|VBTF,bibiruin,VBTF
1601,kausap|NNC,kausap,NNC
1602,flag|FW,flag,FW
1603,maharlikang|JJD_CCP,maharlikang,JJD_CCP
1604,mauulit|VBW,mauulit,VBW
1605,Sinundan|VBTS,Sinundan,VBTS
1606,sama|NNC,sama,NNC
1607,kumulog|NNC,kumulog,NNC
1608,magtahip|VBW,magtahip,VBW
1609,nagawa|VBTS,nagawa,VBTS
1610,malayong|JJD_CCP,malayong,JJD_CCP
1611,larong|NNC_CCP,larong,NNC_CCP
1612,Naalog|NNP,Naalog,NNP
1613,tinuro|VBOF,tinuro,VBOF
1614,magsabi|VBW,magsabi,VBW
1615,Dali|NNP,Dali,NNP
1616,Hangang|RBW,Hangang,RBW
1617,Magandang|NNC_CCP,Magandang,NNC_CCP
1618,ang|DTC,ang,DTC
1619,pulang|JJD_CCP,pulang,JJD_CCP
1620,noong|RBW_CCP,noong,RBW_CCP
1621,palad|NNC,palad,NNC
1622,dito|PRL,dito,PRL
1623,grupong|NNC_CCP,grupong,NNC_CCP
1624,nakakapagpasaya|RBD,nakakapagpasaya,RBD
1625,imbak|NNC,imbak,NNC
1626,aalalang|NNC_CCP,aalalang,NNC_CCP
1627,nun|FW,nun,FW
1628,pinagawa|VBTS,pinagawa,VBTS
1629,namutla|FW,namutla,FW
1630,pinuluputan|VBTR,pinuluputan,VBTR
1631,itinanim|VBTS,itinanim,VBTS
1632,Wonderful|NNP,Wonderful,NNP
1633,gumuhit|VBAF,gumuhit,VBAF
1634,nalulungkot|VBTR,nalulungkot,VBTR
1635,baka|RBM,baka,RBM
1636,tintin|FW,tintin,FW
1637,nagkasakit|VBTS,nagkasakit,VBTS
1638,dingding|NNC,dingding,NNC
1639,nakasabit|VBTS,nakasabit,VBTS
1640,kwarto|NNC,kwarto,NNC
1641,pinakamaliit|JJCS_JJD,pinakamaliit,JJCS_JJD
1642,Ipapaalam|VBTF_VBOF,Ipapaalam,VBTF_VBOF
1643,maamo|RBD,maamo,RBD
1644,makakapatubo|VBW,makakapatubo,VBW
1645,nangangalaga|VBTR,nangangalaga,VBTR
1646,Uy|NNC,Uy,NNC
1647,manghang|VBW_CCP,manghang,VBW_CCP
1648,namatay|VBTS,namatay,VBTS
1649,bag|NNC,bag,NNC
1650,Hinga|NNP,Hinga,NNP
1651,tumungo|VBAF,tumungo,VBAF
1652,University|NNP,University,NNP
1653,pasok|NNC,pasok,NNC
1654,Nagsabi|VBTS,Nagsabi,VBTS
1655,naghawakan|VBTR,naghawakan,VBTR
1656,Iniwan|VBOF,Iniwan,VBOF
1657,Laro|NNP,Laro,NNP
1658,Igagawa|VBTS,Igagawa,VBTS
1659,Palaging|RBD_CCP,Palaging,RBD_CCP
1660,uulan|NNC,uulan,NNC
1661,nagsimula|VBTS,nagsimula,VBTS
1662,sa|CCT,sa,CCT
1663,Pasensya|NNC,Pasensya,NNC
1664,Subalit|CCT,Subalit,CCT
1665,COVID|NNPA,COVID,NNPA
1666,saan|PRQ,saan,PRQ
1667,sinusulat|VBTR,sinusulat,VBTR
1668,Pani|NNP,Pani,NNP
1669,naglalakad|VBTR,naglalakad,VBTR
1670,pagyayaya|VBW,pagyayaya,VBW
1671,lumiwanag|VBTS_VBAF,lumiwanag,VBTS_VBAF
1672,binubuhay|VBTR,binubuhay,VBTR
1673,dilaw|JJD,dilaw,JJD
1674,Martes|NNP,Martes,NNP
1675,Iisa|JJD,Iisa,JJD
1676,ipakita|VBOF,ipakita,VBOF
1677,hummingbird|FW,hummingbird,FW
1678,umaga|RBW,umaga,RBW
1679,Magalang|JJD,Magalang,JJD
1680,uusap|NNC,uusap,NNC
1681,makapasok|VBW,makapasok,VBW
1682,malapit|JJD,malapit,JJD
1683,titser|FW,titser,FW
1684,naririnig|VBTR,naririnig,VBTR
1685,Kung|RBK,Kung,RBK
1686,nahulog|VBTS,nahulog,VBTS
1687,oras|NNC,oras,NNC
1688,pinangalanan|VBTS,pinangalanan,VBTS
1689,Tinutupi|NNP,Tinutupi,NNP
1690,mapayapa|RBD,mapayapa,RBD
1691,tupi|NNC,tupi,NNC
1692,dulo|NNC,dulo,NNC
1693,starfish|FW,starfish,FW
1694,Luha|NNC,Luha,NNC
1695,limang|JJN_CCP,limang,JJN_CCP
1696,tora|NNC,tora,NNC
1697,Basa|NNP,Basa,NNP
1698,Linggo|NNP,Linggo,NNP
1699,sumasakal|VBAF,sumasakal,VBAF
1700,bitbit|JJD,bitbit,JJD
1701,kukunin|VBTF_VBOF,kukunin,VBTF_VBOF
1702,naligaw|VBTS,naligaw,VBTS
1703,magnifying|JJD_CCP,magnifying,JJD_CCP
1704,makasagot|VBW,makasagot,VBW
1705,ΓÇô|PMS,ΓÇô,PMS
1706,makasabay|VBW,makasabay,VBW
1707,LRMS|NNPA,LRMS,NNPA
1708,nagsusulat|VBTR,nagsusulat,VBTR
1709,Nanoy|NNP,Nanoy,NNP
1710,nagtatrabaho|VBTR,nagtatrabaho,VBTR
1711,sabay|RBD,sabay,RBD
1712,pinaglapat|VBRF,pinaglapat,VBRF
1713,kasama|CCB,kasama,CCB
1714,ΓÇ£|CDB,ΓÇ£,CDB
1715,dumaan|VBAF,dumaan,VBAF
1716,gawi|NNC,gawi,NNC
1717,pinasok|VBOF,pinasok,VBOF
1718,matangkad|JJD,matangkad,JJD
1719,tumalon|VBAF,tumalon,VBAF
1720,kabinet|NNC,kabinet,NNC
1721,Langit|NNP,Langit,NNP
1722,sagana|JJD,sagana,JJD
1723,Gusto|VBS,Gusto,VBS
1724,kesa|NNC,kesa,NNC
1725,18|CDB,18,CDB
1726,Nagpasalamat|VBTR,Nagpasalamat,VBTR
1727,Pogs|NNP,Pogs,NNP
1728,nilalang|NNC,nilalang,NNC
1729,y|FW,y,FW
1730,kasali|CCB,kasali,CCB
1731,ngumiti|VBAF,ngumiti,VBAF
1732,ugali|NNC,ugali,NNC
1733,Kaya|CCR,Kaya,CCR
1734,Naramdaman|VBTS,Naramdaman,VBTS
1735,nagtanong|VBTS,nagtanong,VBTS
1736,uuwi|JJD,uuwi,JJD
1737,nang|CCB,nang,CCB
1738,Nakakita|VBTS,Nakakita,VBTS
1739,FSU|NNPA,FSU,NNPA
1740,kinuha|VBOF,kinuha,VBOF
1741,pabalik|RBD,pabalik,RBD
1742,bahagi|NNC,bahagi,NNC
1743,no|FW,no,FW
1744,Asia|NNP,Asia,NNP
1745,pinakamatangkad|JJCS_JJD,pinakamatangkad,JJCS_JJD
1746,lalo|JJCC,lalo,JJCC
1747,Maganda|JJD,Maganda,JJD
1748,tumakas|VBAF,tumakas,VBAF
1749,ina|NNC,ina,NNC
1750,sinagip|VBTS,sinagip,VBTS
1751,Tumigil|VBAF,Tumigil,VBAF
1752,Hindi|RBF,Hindi,RBF
1753,tulong|NNC,tulong,NNC
1754,yo|NNCA,yo,NNCA
1755,araw|NNC,araw,NNC
1756,Napakamapagmasid|VBTS,Napakamapagmasid,VBTS
1757,Titay|NNP,Titay,NNP
1758,manilo|NNC,manilo,NNC
1759,taniman|NNC,taniman,NNC
1760,Makikita|VBTF,Makikita,VBTF
1761,hinihintay|VBTR,hinihintay,VBTR
1762,Pumila|VBAF,Pumila,VBAF
1763,ikabubuti|NNC,ikabubuti,NNC
1764,Helen|NNP,Helen,NNP
1765,ilahas|NNC,ilahas,NNC
1766,TV|NNPA,TV,NNPA
1767,tatay|NNC,tatay,NNC
1768,Iyon|PRO,Iyon,PRO
1769,aagawan|VBTF,aagawan,VBTF
1770,isip|NNC,isip,NNC
1771,Iniidolo|VBTS,Iniidolo,VBTS
1772,makabubuti|VBW,makabubuti,VBW
1773,Masayang|RBD_CCP,Masayang,RBD_CCP
1774,Ating|PRQ_CCP,Ating,PRQ_CCP
1775,pumulot|VBAF,pumulot,VBAF
1776,kutyain|VBOF,kutyain,VBOF
1777,Siguro|RBM,Siguro,RBM
1778,Tara|NNP,Tara,NNP
1779,trabaho|NNC,trabaho,NNC
1780,baluktot|NNC,baluktot,NNC
1781,kinukwentuhan|VBTS,kinukwentuhan,VBTS
1782,buhangin|NNC,buhangin,NNC
1783,ngunit|CCT,ngunit,CCT
1784,elepante|NNC,elepante,NNC
1785,kuya|NNC,kuya,NNC
1786,pabango|NNC,pabango,NNC
1787,tumitigil|VBTR_VBAF,tumitigil,VBTR_VBAF
1788,Bilog|JJD,Bilog,JJD
1789,talahiban|NNC,talahiban,NNC
1790,pababa|JJD,pababa,JJD
1791,RTI|PMS,RTI,PMS
1792,unggoy|NNC,unggoy,NNC
1793,nakikitang|VBTR_CCP,nakikitang,VBTR_CCP
1794,hinga|NNC,hinga,NNC
1795,nakaisip|VBTS,nakaisip,VBTS
1796,Averrhoa|FW,Averrhoa,FW
1797,Umiyak|VBAF,Umiyak,VBAF
1798,hinigpitan|VBOF,hinigpitan,VBOF
1799,Commons|NNP,Commons,NNP
1800,palabas|NNC,palabas,NNC
1801,balkonahe|NNC,balkonahe,NNC
1802,naglilinis|VBTR,naglilinis,VBTR
1803,natamaan|VBTS,natamaan,VBTS
1804,maitim|JJD,maitim,JJD
1805,yaya|NNC,yaya,NNC
1806,kulog|NNC,kulog,NNC
1807,Hmmmp|NNP,Hmmmp,NNP
1808,papalubog|JJD,papalubog,JJD
1809,nakayanang|RBD_CCP,nakayanang,RBD_CCP
1810,binitbit|VBOF,binitbit,VBOF
1811,rin|RBI,rin,RBI
1812,Sumasagwan|NNP,Sumasagwan,NNP
1813,Wooooooosh|NNP,Wooooooosh,NNP
1814,Blag|NNP,Blag,NNP
1815,buntot|NNC,buntot,NNC
1816,Pero|CCT,Pero,CCT
1817,Ilayo|NNP,Ilayo,NNP
1818,makawala|VBW,makawala,VBW
1819,balat|NNC,balat,NNC
1820,ginagawang|VBTR_CCP,ginagawang,VBTR_CCP
1821,Bato|NNC,Bato,NNC
1822,kailan|PRQ,kailan,PRQ
1823,magulang|NNC,magulang,NNC
1824,sitaw|NNC,sitaw,NNC
1825,magliwanag|VBW,magliwanag,VBW
1826,bungang|NNC_CCP,bungang,NNC_CCP
1827,nabubuhay|VBTR,nabubuhay,VBTR
1828,Dagling|NNP_CCP,Dagling,NNP_CCP
1829,Bantay|NNP,Bantay,NNP
1830,Lisa|NNC,Lisa,NNC
1831,5|CDB,5,CDB
1832,lalanguyan|NNC,lalanguyan,NNC
1833,bangin|NNC,bangin,NNC
1834,daanan|NNC,daanan,NNC
1835,korales|NNC,korales,NNC
1836,makakaya|VBW,makakaya,VBW
1837,mawala|VBW,mawala,VBW
1838,mabunggo|VBW,mabunggo,VBW
1839,tutulungan|VBTF,tutulungan,VBTF
1840,under|FW,under,FW
1841,binabantayan|VBTR,binabantayan,VBTR
1842,tungkol|RBR,tungkol,RBR
1843,pinakabatang|JJCS_JJD_CCP,pinakabatang,JJCS_JJD_CCP
1844,aklat|NNC,aklat,NNC
1845,humihingal|FW,humihingal,FW
1846,kumakanta|VBTR_VBAF,kumakanta,VBTR_VBAF
1847,tuloy|JJD,tuloy,JJD
1848,gabi|RBW,gabi,RBW
1849,pakatapos|NNC,pakatapos,NNC
1850,ΓÇ£|PMS,ΓÇ£,PMS
1851,karton|NNC,karton,NNC
1852,aralan|NNC,aralan,NNC
1853,Mahigpit|JJD,Mahigpit,JJD
1854,makakawala|VBW,makakawala,VBW
1855,makalimutan|VBW,makalimutan,VBW
1856,bituwin|NNC,bituwin,NNC
1857,adapted|FW,adapted,FW
1858,sapsap|NNC,sapsap,NNC
1859,Binalot|VBOF,Binalot,VBOF
1860,makatulong|VBW,makatulong,VBW
1861,sumunod|VBAF,sumunod,VBAF
1862,problema|NNC,problema,NNC
1863,Yan|NNC,Yan,NNC
1864,iiyak|VBTF,iiyak,VBTF
1865,hanggang|RBW,hanggang,RBW
1866,publication|NNC,publication,NNC
1867,nagsabi|VBTS,nagsabi,VBTS
1868,pagod|NNC,pagod,NNC
1869,nun|NNC,nun,NNC
1870,kuweba|NNC,kuweba,NNC
1871,Napuluputan|VBTS,Napuluputan,VBTS
1872,Maghuhugas|NNP,Maghuhugas,NNP
1873,magpapakain|VBTF,magpapakain,VBTF
1874,Nandoon|VBTS,Nandoon,VBTS
1875,mapuluputan|VBW,mapuluputan,VBW
1876,kapitbahayan|NNC,kapitbahayan,NNC
1877,nakakabalik|VBTR,nakakabalik,VBTR
1878,mabait|JJD,mabait,JJD
1879,Dahan|CDB,Dahan,CDB
1880,nagnais|VBTS,nagnais,VBTS
1881,ΓÇ¥|PMS,ΓÇ¥,PMS
1882,The|NNP,The,NNP
1883,Iba|PRI,Iba,PRI
1884,makagalaw|VBW,makagalaw,VBW
1885,kaklase|NNC,kaklase,NNC
1886,ilog|NNC,ilog,NNC
1887,Malilinis|VBTF,Malilinis,VBTF
1888,Program|NNP,Program,NNP
1889,bibili|VBTF,bibili,VBTF
1890,lambing|NNC,lambing,NNC
1891,paggapang|NNC_CCP,paggapang,NNC_CCP
1892,nakatakas|VBTS,nakatakas,VBTS
1893,Meron|VBH,Meron,VBH
1894,langgam|NNC,langgam,NNC
1895,nakarating|VBTS,nakarating,VBTS
1896,isa|PRI,isa,PRI
1897,Sumilip|VBAF,Sumilip,VBAF
1898,pansit|JJD,pansit,JJD
1899,nahahawakan|VBTS,nahahawakan,VBTS
1900,nakangiting|RBD_CCP,nakangiting,RBD_CCP
1901,together|FW,together,FW
1902,pinag|VBTR_VBRF,pinag,VBTR_VBRF
1903,pasayan|NNC,pasayan,NNC
1904,hinigaan|VBOF,hinigaan,VBOF
1905,Anong|PRQ_CCP,Anong,PRQ_CCP
1906,tinapay|NNC,tinapay,NNC
1907,nahuli|VBTS,nahuli,VBTS
1908,matakot|VBW,matakot,VBW
1909,atin|PRSP,atin,PRSP
1910,ilong|NNC,ilong,NNC
1911,naghihiwa|VBTS,naghihiwa,VBTS
1912,magugutom|VBTF,magugutom,VBTF
1913,niyakap|VBOF,niyakap,VBOF
1914,daga|NNC,daga,NNC
